order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount
ITM-0009611,ORD-2024-005934,PROD-0108,1,190.86,0.0,190.86
ITM-0009612,ORD-2024-005934,PROD-0027,1,373.15,0.0,373.15
ITM-0009613,ORD-2022-005935,PROD-0030,2,43.3,0.0,86.6
ITM-0009614,ORD-2023-005936,PROD-0022,1,1105.33,221.07,884.26
ITM-0009615,ORD-2022-005937,PROD-0023,1,72.17,0.0,72.17
ITM-0009616,ORD-2022-005937,PROD-0089,1,463.28,0.0,463.28
ITM-0009617,ORD-2022-005937,PROD-0012,2,996.63,0.0,1993.26
ITM-0009618,ORD-2022-005938,PROD-0048,4,52.23,0.0,208.92
ITM-0009619,ORD-2022-005938,PROD-0033,1,131.78,0.0,131.78
ITM-0009620,ORD-2022-005938,PROD-0078,1,379.23,0.0,379.23
ITM-0009621,ORD-2022-005938,PROD-0027,2,373.15,0.0,746.3
ITM-0009622,ORD-2024-005939,PROD-0085,1,74.58,0.0,74.58
ITM-0009623,ORD-2023-005940,PROD-0028,1,274.65,0.0,274.65
ITM-0009624,ORD-2023-005941,PROD-0091,1,104.78,10.48,94.3
ITM-0009625,ORD-2023-005941,PROD-0054,1,198.57,0.0,198.57
ITM-0009626,ORD-2023-005942,PROD-0078,3,379.23,0.0,1137.69
ITM-0009627,ORD-2022-005943,PROD-0023,1,72.17,0.0,72.17
ITM-0009628,ORD-2022-005944,PROD-0061,1,45.82,0.0,45.82
ITM-0009629,ORD-2022-005944,PROD-0052,1,552.66,0.0,552.66
ITM-0009630,ORD-2022-005944,PROD-0100,3,1776.0,0.0,5328.0
ITM-0009631,ORD-2024-005945,PROD-0045,2,110.65,0.0,221.3
ITM-0009632,ORD-2023-005946,PROD-0072,2,109.03,0.0,218.06
ITM-0009633,ORD-2023-005946,PROD-0061,1,45.82,0.0,45.82
ITM-0009634,ORD-2023-005946,PROD-0036,1,69.89,13.98,55.91
ITM-0009635,ORD-2023-005947,PROD-0010,1,31.53,0.0,31.53
ITM-0009636,ORD-2023-005947,PROD-0089,5,463.28,0.0,2316.4
ITM-0009637,ORD-2023-005948,PROD-0009,1,84.16,0.0,84.16
ITM-0009638,ORD-2023-005948,PROD-0082,1,99.37,0.0,99.37
ITM-0009639,ORD-2023-005949,PROD-0053,1,136.39,0.0,136.39
ITM-0009640,ORD-2023-005950,PROD-0120,1,767.77,0.0,767.77
ITM-0009641,ORD-2023-005950,PROD-0072,2,109.03,0.0,218.06
ITM-0009642,ORD-2023-005950,PROD-0054,3,198.57,0.0,595.71
ITM-0009643,ORD-2023-005950,PROD-0020,2,74.18,0.0,148.36
ITM-0009644,ORD-2022-005951,PROD-0061,1,45.82,0.0,45.82
ITM-0009645,ORD-2022-005951,PROD-0104,1,36.2,0.0,36.2
ITM-0009646,ORD-2022-005952,PROD-0103,1,70.16,0.0,70.16
ITM-0009647,ORD-2024-005953,PROD-0042,1,227.01,0.0,227.01
ITM-0009648,ORD-2024-005953,PROD-0035,1,472.52,0.0,472.52
ITM-0009649,ORD-2024-005953,PROD-0043,2,225.73,0.0,451.46
ITM-0009650,ORD-2024-005953,PROD-0100,2,1776.0,0.0,3552.0
ITM-0009651,ORD-2024-005953,PROD-0079,1,1257.72,0.0,1257.72
ITM-0009652,ORD-2023-005954,PROD-0025,1,123.97,12.4,111.57
ITM-0009653,ORD-2023-005955,PROD-0006,1,291.85,29.19,262.66
ITM-0009654,ORD-2023-005955,PROD-0051,1,91.76,0.0,91.76
ITM-0009655,ORD-2023-005955,PROD-0103,3,70.16,21.05,189.43
ITM-0009656,ORD-2023-005955,PROD-0041,1,991.75,0.0,991.75
ITM-0009657,ORD-2023-005955,PROD-0078,1,379.23,0.0,379.23
ITM-0009658,ORD-2023-005956,PROD-0025,1,123.97,0.0,123.97
ITM-0009659,ORD-2024-005957,PROD-0104,1,36.2,0.0,36.2
ITM-0009660,ORD-2023-005958,PROD-0100,1,1776.0,0.0,1776.0
ITM-0009661,ORD-2023-005958,PROD-0041,1,991.75,198.35,793.4
ITM-0009662,ORD-2022-005959,PROD-0120,1,767.77,0.0,767.77
ITM-0009663,ORD-2022-005959,PROD-0030,1,43.3,4.33,38.97
ITM-0009664,ORD-2024-005960,PROD-0030,3,43.3,0.0,129.9
ITM-0009665,ORD-2024-005960,PROD-0006,2,291.85,0.0,583.7
ITM-0009666,ORD-2022-005961,PROD-0024,1,615.71,0.0,615.71
ITM-0009667,ORD-2022-005962,PROD-0050,1,112.72,0.0,112.72
ITM-0009668,ORD-2024-005963,PROD-0076,1,544.84,54.48,490.36
ITM-0009669,ORD-2023-005964,PROD-0002,1,68.46,0.0,68.46
ITM-0009670,ORD-2023-005965,PROD-0050,1,112.72,16.91,95.81
ITM-0009671,ORD-2022-005966,PROD-0017,1,423.09,0.0,423.09
ITM-0009672,ORD-2022-005967,PROD-0117,1,293.11,146.56,146.55
ITM-0009673,ORD-2023-005968,PROD-0047,1,131.14,0.0,131.14
ITM-0009674,ORD-2024-005969,PROD-0099,1,578.87,0.0,578.87
ITM-0009675,ORD-2022-005970,PROD-0104,1,36.2,0.0,36.2
ITM-0009676,ORD-2022-005970,PROD-0066,1,345.79,51.87,293.92
ITM-0009677,ORD-2023-005971,PROD-0081,1,681.24,0.0,681.24
ITM-0009678,ORD-2023-005971,PROD-0091,1,104.78,0.0,104.78
ITM-0009679,ORD-2023-005972,PROD-0013,1,323.93,0.0,323.93
ITM-0009680,ORD-2023-005972,PROD-0020,2,74.18,0.0,148.36
ITM-0009681,ORD-2022-005973,PROD-0015,1,141.36,0.0,141.36
ITM-0009682,ORD-2024-005974,PROD-0037,1,126.82,0.0,126.82
ITM-0009683,ORD-2024-005975,PROD-0083,1,326.37,65.27,261.1
ITM-0009684,ORD-2024-005976,PROD-0020,1,74.18,7.42,66.76
ITM-0009685,ORD-2024-005976,PROD-0061,1,45.82,4.58,41.24
ITM-0009686,ORD-2024-005977,PROD-0042,1,227.01,0.0,227.01
ITM-0009687,ORD-2022-005978,PROD-0048,1,52.23,0.0,52.23
ITM-0009688,ORD-2023-005979,PROD-0104,1,36.2,0.0,36.2
ITM-0009689,ORD-2023-005979,PROD-0068,1,146.26,0.0,146.26
ITM-0009690,ORD-2022-005980,PROD-0030,1,43.3,8.66,34.64
ITM-0009691,ORD-2022-005980,PROD-0091,1,104.78,0.0,104.78
ITM-0009692,ORD-2023-005981,PROD-0094,1,144.66,14.47,130.19
ITM-0009693,ORD-2024-005982,PROD-0041,1,991.75,0.0,991.75
ITM-0009694,ORD-2024-005983,PROD-0067,1,396.93,0.0,396.93
ITM-0009695,ORD-2022-005984,PROD-0105,5,48.71,0.0,243.55
ITM-0009696,ORD-2022-005984,PROD-0102,1,426.45,0.0,426.45
ITM-0009697,ORD-2022-005984,PROD-0021,1,59.09,0.0,59.09
ITM-0009698,ORD-2023-005985,PROD-0036,1,69.89,6.99,62.9
ITM-0009699,ORD-2023-005985,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009700,ORD-2023-005985,PROD-0075,1,948.36,0.0,948.36
ITM-0009701,ORD-2022-005986,PROD-0039,4,214.73,85.89,773.03
ITM-0009702,ORD-2023-005987,PROD-0008,1,33.25,0.0,33.25
ITM-0009703,ORD-2023-005987,PROD-0067,2,396.93,119.08,674.78
ITM-0009704,ORD-2022-005988,PROD-0041,1,991.75,0.0,991.75
ITM-0009705,ORD-2024-005989,PROD-0089,1,463.28,0.0,463.28
ITM-0009706,ORD-2022-005990,PROD-0079,1,1257.72,0.0,1257.72
ITM-0009707,ORD-2022-005990,PROD-0078,1,379.23,75.85,303.38
ITM-0009708,ORD-2022-005990,PROD-0033,1,131.78,0.0,131.78
ITM-0009709,ORD-2022-005990,PROD-0039,1,214.73,107.36,107.37
ITM-0009710,ORD-2022-005990,PROD-0033,1,131.78,13.18,118.6
ITM-0009711,ORD-2024-005991,PROD-0051,1,91.76,0.0,91.76
ITM-0009712,ORD-2022-005992,PROD-0051,1,91.76,0.0,91.76
ITM-0009713,ORD-2022-005992,PROD-0036,3,69.89,0.0,209.67
ITM-0009714,ORD-2022-005993,PROD-0102,1,426.45,42.65,383.8
ITM-0009715,ORD-2022-005993,PROD-0078,1,379.23,0.0,379.23
ITM-0009716,ORD-2022-005994,PROD-0024,1,615.71,0.0,615.71
ITM-0009717,ORD-2022-005995,PROD-0008,1,33.25,0.0,33.25
ITM-0009718,ORD-2022-005995,PROD-0042,1,227.01,0.0,227.01
ITM-0009719,ORD-2023-005996,PROD-0114,1,303.99,0.0,303.99
ITM-0009720,ORD-2023-005997,PROD-0078,1,379.23,0.0,379.23
ITM-0009721,ORD-2022-005998,PROD-0042,1,227.01,0.0,227.01
ITM-0009722,ORD-2022-005999,PROD-0034,1,141.01,0.0,141.01
ITM-0009723,ORD-2022-005999,PROD-0100,2,1776.0,0.0,3552.0
ITM-0009724,ORD-2022-005999,PROD-0007,1,270.71,0.0,270.71
ITM-0009725,ORD-2022-005999,PROD-0037,1,126.82,0.0,126.82
ITM-0009726,ORD-2022-006000,PROD-0091,3,104.78,0.0,314.34
ITM-0009727,ORD-2024-006001,PROD-0087,1,36.36,0.0,36.36
ITM-0009728,ORD-2024-006001,PROD-0009,1,84.16,0.0,84.16
ITM-0009729,ORD-2024-006001,PROD-0053,1,136.39,68.19,68.2
ITM-0009730,ORD-2024-006002,PROD-0036,1,69.89,0.0,69.89
ITM-0009731,ORD-2023-006003,PROD-0048,1,52.23,0.0,52.23
ITM-0009732,ORD-2022-006004,PROD-0008,1,33.25,0.0,33.25
ITM-0009733,ORD-2023-006005,PROD-0030,3,43.3,25.98,103.92
ITM-0009734,ORD-2023-006006,PROD-0091,1,104.78,0.0,104.78
ITM-0009735,ORD-2022-006007,PROD-0069,1,139.6,0.0,139.6
ITM-0009736,ORD-2022-006008,PROD-0025,3,123.97,0.0,371.91
ITM-0009737,ORD-2022-006009,PROD-0023,1,72.17,14.43,57.74
ITM-0009738,ORD-2024-006010,PROD-0103,5,70.16,35.08,315.72
ITM-0009739,ORD-2023-006011,PROD-0104,1,36.2,0.0,36.2
ITM-0009740,ORD-2023-006011,PROD-0058,1,130.71,0.0,130.71
ITM-0009741,ORD-2023-006012,PROD-0047,1,131.14,0.0,131.14
ITM-0009742,ORD-2024-006013,PROD-0025,1,123.97,0.0,123.97
ITM-0009743,ORD-2022-006014,PROD-0037,1,126.82,0.0,126.82
ITM-0009744,ORD-2023-006015,PROD-0012,1,996.63,0.0,996.63
ITM-0009745,ORD-2023-006016,PROD-0100,1,1776.0,177.6,1598.4
ITM-0009746,ORD-2023-006016,PROD-0104,1,36.2,0.0,36.2
ITM-0009747,ORD-2023-006016,PROD-0007,1,270.71,0.0,270.71
ITM-0009748,ORD-2024-006017,PROD-0110,2,79.62,79.62,79.62
ITM-0009749,ORD-2023-006018,PROD-0012,2,996.63,0.0,1993.26
ITM-0009750,ORD-2024-006019,PROD-0115,1,449.64,44.96,404.68
ITM-0009751,ORD-2024-006019,PROD-0029,1,964.33,144.65,819.68
ITM-0009752,ORD-2023-006020,PROD-0022,1,1105.33,221.07,884.26
ITM-0009753,ORD-2023-006020,PROD-0075,1,948.36,0.0,948.36
ITM-0009754,ORD-2022-006021,PROD-0080,1,21.69,0.0,21.69
ITM-0009755,ORD-2022-006022,PROD-0040,1,141.98,0.0,141.98
ITM-0009756,ORD-2022-006022,PROD-0077,1,455.38,0.0,455.38
ITM-0009757,ORD-2023-006023,PROD-0004,1,976.94,0.0,976.94
ITM-0009758,ORD-2024-006024,PROD-0014,1,658.84,65.88,592.96
ITM-0009759,ORD-2022-006025,PROD-0051,1,91.76,0.0,91.76
ITM-0009760,ORD-2022-006026,PROD-0054,1,198.57,0.0,198.57
ITM-0009761,ORD-2024-006027,PROD-0091,1,104.78,0.0,104.78
ITM-0009762,ORD-2024-006027,PROD-0091,2,104.78,0.0,209.56
ITM-0009763,ORD-2024-006027,PROD-0105,1,48.71,4.87,43.84
ITM-0009764,ORD-2022-006028,PROD-0071,2,600.46,120.09,1080.83
ITM-0009765,ORD-2022-006028,PROD-0001,1,391.76,0.0,391.76
ITM-0009766,ORD-2022-006029,PROD-0035,1,472.52,0.0,472.52
ITM-0009767,ORD-2022-006030,PROD-0030,1,43.3,0.0,43.3
ITM-0009768,ORD-2022-006030,PROD-0049,1,373.0,0.0,373.0
ITM-0009769,ORD-2022-006030,PROD-0093,2,207.01,0.0,414.02
ITM-0009770,ORD-2022-006030,PROD-0040,1,141.98,0.0,141.98
ITM-0009771,ORD-2022-006030,PROD-0042,1,227.01,0.0,227.01
ITM-0009772,ORD-2023-006031,PROD-0024,1,615.71,0.0,615.71
ITM-0009773,ORD-2024-006032,PROD-0066,1,345.79,0.0,345.79
ITM-0009774,ORD-2024-006033,PROD-0085,1,74.58,0.0,74.58
ITM-0009775,ORD-2024-006034,PROD-0014,1,658.84,0.0,658.84
ITM-0009776,ORD-2024-006034,PROD-0020,1,74.18,0.0,74.18
ITM-0009777,ORD-2024-006034,PROD-0084,1,95.59,0.0,95.59
ITM-0009778,ORD-2024-006034,PROD-0100,1,1776.0,0.0,1776.0
ITM-0009779,ORD-2023-006035,PROD-0021,1,59.09,11.82,47.27
ITM-0009780,ORD-2023-006036,PROD-0082,2,99.37,39.75,158.99
ITM-0009781,ORD-2023-006036,PROD-0090,1,152.99,0.0,152.99
ITM-0009782,ORD-2023-006036,PROD-0083,1,326.37,0.0,326.37
ITM-0009783,ORD-2024-006037,PROD-0104,1,36.2,0.0,36.2
ITM-0009784,ORD-2022-006038,PROD-0057,2,948.33,0.0,1896.66
ITM-0009785,ORD-2022-006039,PROD-0009,1,84.16,0.0,84.16
ITM-0009786,ORD-2022-006039,PROD-0105,1,48.71,9.74,38.97
ITM-0009787,ORD-2022-006039,PROD-0050,1,112.72,0.0,112.72
ITM-0009788,ORD-2022-006040,PROD-0048,1,52.23,0.0,52.23
ITM-0009789,ORD-2022-006040,PROD-0017,5,423.09,0.0,2115.45
ITM-0009790,ORD-2024-006041,PROD-0098,1,78.86,0.0,78.86
ITM-0009791,ORD-2024-006041,PROD-0087,1,36.36,0.0,36.36
ITM-0009792,ORD-2024-006042,PROD-0082,2,99.37,0.0,198.74
ITM-0009793,ORD-2024-006043,PROD-0076,1,544.84,108.97,435.87
ITM-0009794,ORD-2022-006044,PROD-0021,4,59.09,0.0,236.36
ITM-0009795,ORD-2024-006045,PROD-0025,1,123.97,0.0,123.97
ITM-0009796,ORD-2024-006046,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009797,ORD-2024-006046,PROD-0030,3,43.3,0.0,129.9
ITM-0009798,ORD-2024-006046,PROD-0071,2,600.46,0.0,1200.92
ITM-0009799,ORD-2023-006047,PROD-0104,1,36.2,7.24,28.96
ITM-0009800,ORD-2024-006048,PROD-0009,1,84.16,0.0,84.16
ITM-0009801,ORD-2024-006048,PROD-0066,1,345.79,0.0,345.79
ITM-0009802,ORD-2024-006048,PROD-0050,1,112.72,0.0,112.72
ITM-0009803,ORD-2024-006049,PROD-0010,1,31.53,0.0,31.53
ITM-0009804,ORD-2023-006050,PROD-0051,1,91.76,13.76,78.0
ITM-0009805,ORD-2022-006051,PROD-0009,1,84.16,0.0,84.16
ITM-0009806,ORD-2023-006052,PROD-0072,1,109.03,0.0,109.03
ITM-0009807,ORD-2023-006053,PROD-0072,1,109.03,0.0,109.03
ITM-0009808,ORD-2022-006054,PROD-0002,3,68.46,0.0,205.38
ITM-0009809,ORD-2022-006055,PROD-0116,1,101.98,10.2,91.78
ITM-0009810,ORD-2024-006056,PROD-0012,1,996.63,0.0,996.63
ITM-0009811,ORD-2024-006057,PROD-0030,1,43.3,0.0,43.3
ITM-0009812,ORD-2024-006057,PROD-0053,1,136.39,0.0,136.39
ITM-0009813,ORD-2024-006058,PROD-0104,1,36.2,3.62,32.58
ITM-0009814,ORD-2024-006058,PROD-0119,1,25.67,3.85,21.82
ITM-0009815,ORD-2024-006058,PROD-0040,1,141.98,0.0,141.98
ITM-0009816,ORD-2024-006059,PROD-0009,1,84.16,16.83,67.33
ITM-0009817,ORD-2022-006060,PROD-0054,1,198.57,0.0,198.57
ITM-0009818,ORD-2023-006061,PROD-0088,1,57.65,0.0,57.65
ITM-0009819,ORD-2023-006062,PROD-0112,4,147.39,0.0,589.56
ITM-0009820,ORD-2022-006063,PROD-0057,1,948.33,0.0,948.33
ITM-0009821,ORD-2022-006063,PROD-0022,5,1105.33,552.66,4973.99
ITM-0009822,ORD-2024-006064,PROD-0033,1,131.78,0.0,131.78
ITM-0009823,ORD-2023-006065,PROD-0063,1,534.07,0.0,534.07
ITM-0009824,ORD-2023-006066,PROD-0091,1,104.78,52.39,52.39
ITM-0009825,ORD-2023-006067,PROD-0117,1,293.11,0.0,293.11
ITM-0009826,ORD-2023-006067,PROD-0024,2,615.71,0.0,1231.42
ITM-0009827,ORD-2023-006068,PROD-0006,1,291.85,0.0,291.85
ITM-0009828,ORD-2023-006068,PROD-0119,1,25.67,2.57,23.1
ITM-0009829,ORD-2023-006069,PROD-0078,4,379.23,151.69,1365.23
ITM-0009830,ORD-2022-006070,PROD-0007,1,270.71,27.07,243.64
ITM-0009831,ORD-2023-006071,PROD-0082,3,99.37,0.0,298.11
ITM-0009832,ORD-2023-006071,PROD-0005,1,111.27,22.25,89.02
ITM-0009833,ORD-2024-006072,PROD-0008,2,33.25,0.0,66.5
ITM-0009834,ORD-2024-006072,PROD-0022,2,1105.33,0.0,2210.66
ITM-0009835,ORD-2024-006072,PROD-0008,4,33.25,0.0,133.0
ITM-0009836,ORD-2023-006073,PROD-0042,1,227.01,0.0,227.01
ITM-0009837,ORD-2023-006073,PROD-0014,2,658.84,0.0,1317.68
ITM-0009838,ORD-2023-006073,PROD-0079,2,1257.72,251.54,2263.9
ITM-0009839,ORD-2023-006073,PROD-0058,1,130.71,0.0,130.71
ITM-0009840,ORD-2023-006074,PROD-0004,1,976.94,97.69,879.25
ITM-0009841,ORD-2023-006074,PROD-0004,1,976.94,97.69,879.25
ITM-0009842,ORD-2023-006075,PROD-0020,1,74.18,0.0,74.18
ITM-0009843,ORD-2022-006076,PROD-0104,1,36.2,0.0,36.2
ITM-0009844,ORD-2022-006077,PROD-0033,1,131.78,19.77,112.01
ITM-0009845,ORD-2023-006078,PROD-0066,2,345.79,138.32,553.26
ITM-0009846,ORD-2023-006078,PROD-0025,1,123.97,0.0,123.97
ITM-0009847,ORD-2022-006079,PROD-0053,1,136.39,0.0,136.39
ITM-0009848,ORD-2023-006080,PROD-0039,1,214.73,0.0,214.73
ITM-0009849,ORD-2023-006080,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009850,ORD-2023-006080,PROD-0017,1,423.09,0.0,423.09
ITM-0009851,ORD-2023-006080,PROD-0105,1,48.71,0.0,48.71
ITM-0009852,ORD-2024-006081,PROD-0041,1,991.75,0.0,991.75
ITM-0009853,ORD-2024-006082,PROD-0076,1,544.84,0.0,544.84
ITM-0009854,ORD-2024-006083,PROD-0063,1,534.07,0.0,534.07
ITM-0009855,ORD-2024-006084,PROD-0010,1,31.53,0.0,31.53
ITM-0009856,ORD-2023-006085,PROD-0087,1,36.36,0.0,36.36
ITM-0009857,ORD-2023-006085,PROD-0008,1,33.25,0.0,33.25
ITM-0009858,ORD-2024-006086,PROD-0097,1,131.35,0.0,131.35
ITM-0009859,ORD-2022-006087,PROD-0061,1,45.82,22.91,22.91
ITM-0009860,ORD-2022-006088,PROD-0002,1,68.46,10.27,58.19
ITM-0009861,ORD-2022-006088,PROD-0010,1,31.53,0.0,31.53
ITM-0009862,ORD-2022-006089,PROD-0041,1,991.75,198.35,793.4
ITM-0009863,ORD-2022-006089,PROD-0030,1,43.3,0.0,43.3
ITM-0009864,ORD-2022-006090,PROD-0052,1,552.66,276.33,276.33
ITM-0009865,ORD-2024-006091,PROD-0068,1,146.26,0.0,146.26
ITM-0009866,ORD-2024-006092,PROD-0116,1,101.98,0.0,101.98
ITM-0009867,ORD-2024-006092,PROD-0091,1,104.78,0.0,104.78
ITM-0009868,ORD-2023-006093,PROD-0066,1,345.79,0.0,345.79
ITM-0009869,ORD-2023-006094,PROD-0091,1,104.78,0.0,104.78
ITM-0009870,ORD-2022-006095,PROD-0091,3,104.78,0.0,314.34
ITM-0009871,ORD-2022-006095,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009872,ORD-2022-006095,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009873,ORD-2022-006095,PROD-0119,1,25.67,2.57,23.1
ITM-0009874,ORD-2022-006096,PROD-0066,1,345.79,69.16,276.63
ITM-0009875,ORD-2022-006096,PROD-0077,1,455.38,0.0,455.38
ITM-0009876,ORD-2023-006097,PROD-0031,1,629.8,0.0,629.8
ITM-0009877,ORD-2023-006097,PROD-0067,5,396.93,0.0,1984.65
ITM-0009878,ORD-2023-006098,PROD-0081,1,681.24,68.12,613.12
ITM-0009879,ORD-2023-006099,PROD-0119,1,25.67,0.0,25.67
ITM-0009880,ORD-2023-006100,PROD-0119,1,25.67,2.57,23.1
ITM-0009881,ORD-2024-006101,PROD-0017,3,423.09,126.93,1142.34
ITM-0009882,ORD-2024-006101,PROD-0030,1,43.3,0.0,43.3
ITM-0009883,ORD-2024-006102,PROD-0091,1,104.78,20.96,83.82
ITM-0009884,ORD-2022-006103,PROD-0089,1,463.28,0.0,463.28
ITM-0009885,ORD-2022-006103,PROD-0039,1,214.73,0.0,214.73
ITM-0009886,ORD-2022-006103,PROD-0078,2,379.23,0.0,758.46
ITM-0009887,ORD-2022-006104,PROD-0119,1,25.67,2.57,23.1
ITM-0009888,ORD-2023-006105,PROD-0030,1,43.3,0.0,43.3
ITM-0009889,ORD-2023-006105,PROD-0035,1,472.52,70.88,401.64
ITM-0009890,ORD-2024-006106,PROD-0042,3,227.01,68.1,612.93
ITM-0009891,ORD-2024-006106,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009892,ORD-2024-006106,PROD-0002,1,68.46,0.0,68.46
ITM-0009893,ORD-2023-006107,PROD-0076,5,544.84,272.42,2451.78
ITM-0009894,ORD-2023-006107,PROD-0005,4,111.27,0.0,445.08
ITM-0009895,ORD-2023-006107,PROD-0061,2,45.82,9.16,82.48
ITM-0009896,ORD-2022-006108,PROD-0050,4,112.72,0.0,450.88
ITM-0009897,ORD-2022-006109,PROD-0091,1,104.78,20.96,83.82
ITM-0009898,ORD-2023-006110,PROD-0010,1,31.53,15.77,15.76
ITM-0009899,ORD-2024-006111,PROD-0077,1,455.38,0.0,455.38
ITM-0009900,ORD-2022-006112,PROD-0104,3,36.2,21.72,86.88
ITM-0009901,ORD-2024-006113,PROD-0104,1,36.2,5.43,30.77
ITM-0009902,ORD-2023-006114,PROD-0085,3,74.58,0.0,223.74
ITM-0009903,ORD-2023-006114,PROD-0003,1,425.64,0.0,425.64
ITM-0009904,ORD-2023-006114,PROD-0050,1,112.72,0.0,112.72
ITM-0009905,ORD-2023-006114,PROD-0061,2,45.82,9.16,82.48
ITM-0009906,ORD-2024-006115,PROD-0076,1,544.84,0.0,544.84
ITM-0009907,ORD-2023-006116,PROD-0008,1,33.25,0.0,33.25
ITM-0009908,ORD-2022-006117,PROD-0091,1,104.78,0.0,104.78
ITM-0009909,ORD-2022-006117,PROD-0036,3,69.89,0.0,209.67
ITM-0009910,ORD-2024-006118,PROD-0030,2,43.3,0.0,86.6
ITM-0009911,ORD-2024-006118,PROD-0105,1,48.71,7.31,41.4
ITM-0009912,ORD-2022-006119,PROD-0051,1,91.76,0.0,91.76
ITM-0009913,ORD-2022-006119,PROD-0066,1,345.79,0.0,345.79
ITM-0009914,ORD-2022-006120,PROD-0078,1,379.23,0.0,379.23
ITM-0009915,ORD-2024-006121,PROD-0018,2,318.69,318.69,318.69
ITM-0009916,ORD-2024-006121,PROD-0074,1,349.34,0.0,349.34
ITM-0009917,ORD-2022-006122,PROD-0072,4,109.03,0.0,436.12
ITM-0009918,ORD-2022-006122,PROD-0024,1,615.71,123.14,492.57
ITM-0009919,ORD-2024-006123,PROD-0006,1,291.85,0.0,291.85
ITM-0009920,ORD-2024-006123,PROD-0084,1,95.59,0.0,95.59
ITM-0009921,ORD-2024-006123,PROD-0008,1,33.25,0.0,33.25
ITM-0009922,ORD-2023-006124,PROD-0064,3,157.3,0.0,471.9
ITM-0009923,ORD-2024-006125,PROD-0061,1,45.82,0.0,45.82
ITM-0009924,ORD-2023-006126,PROD-0008,2,33.25,0.0,66.5
ITM-0009925,ORD-2022-006127,PROD-0102,1,426.45,0.0,426.45
ITM-0009926,ORD-2022-006127,PROD-0025,1,123.97,12.4,111.57
ITM-0009927,ORD-2024-006128,PROD-0103,1,70.16,0.0,70.16
ITM-0009928,ORD-2022-006129,PROD-0030,1,43.3,0.0,43.3
ITM-0009929,ORD-2022-006129,PROD-0067,1,396.93,0.0,396.93
ITM-0009930,ORD-2022-006129,PROD-0007,3,270.71,0.0,812.13
ITM-0009931,ORD-2022-006129,PROD-0104,1,36.2,0.0,36.2
ITM-0009932,ORD-2022-006129,PROD-0047,3,131.14,39.34,354.08
ITM-0009933,ORD-2024-006130,PROD-0071,1,600.46,0.0,600.46
ITM-0009934,ORD-2024-006131,PROD-0114,1,303.99,0.0,303.99
ITM-0009935,ORD-2023-006132,PROD-0119,1,25.67,0.0,25.67
ITM-0009936,ORD-2023-006132,PROD-0021,1,59.09,0.0,59.09
ITM-0009937,ORD-2024-006133,PROD-0029,1,964.33,0.0,964.33
ITM-0009938,ORD-2022-006134,PROD-0054,1,198.57,0.0,198.57
ITM-0009939,ORD-2022-006135,PROD-0074,1,349.34,0.0,349.34
ITM-0009940,ORD-2024-006136,PROD-0104,1,36.2,7.24,28.96
ITM-0009941,ORD-2023-006137,PROD-0087,1,36.36,0.0,36.36
ITM-0009942,ORD-2023-006137,PROD-0025,1,123.97,0.0,123.97
ITM-0009943,ORD-2022-006138,PROD-0119,1,25.67,0.0,25.67
ITM-0009944,ORD-2024-006139,PROD-0061,1,45.82,0.0,45.82
ITM-0009945,ORD-2024-006139,PROD-0017,1,423.09,0.0,423.09
ITM-0009946,ORD-2024-006140,PROD-0119,1,25.67,5.13,20.54
ITM-0009947,ORD-2022-006141,PROD-0031,2,629.8,0.0,1259.6
ITM-0009948,ORD-2024-006142,PROD-0069,1,139.6,13.96,125.64
ITM-0009949,ORD-2023-006143,PROD-0022,1,1105.33,0.0,1105.33
ITM-0009950,ORD-2023-006144,PROD-0106,1,109.83,0.0,109.83
ITM-0009951,ORD-2022-006145,PROD-0034,1,141.01,0.0,141.01
ITM-0009952,ORD-2024-006146,PROD-0034,1,141.01,21.15,119.86
ITM-0009953,ORD-2024-006146,PROD-0052,1,552.66,82.9,469.76
ITM-0009954,ORD-2023-006147,PROD-0110,1,79.62,0.0,79.62
ITM-0009955,ORD-2022-006148,PROD-0030,1,43.3,21.65,21.65
ITM-0009956,ORD-2022-006148,PROD-0018,1,318.69,0.0,318.69
ITM-0009957,ORD-2022-006149,PROD-0013,2,323.93,0.0,647.86
ITM-0009958,ORD-2022-006149,PROD-0048,1,52.23,0.0,52.23
ITM-0009959,ORD-2022-006149,PROD-0045,1,110.65,0.0,110.65
ITM-0009960,ORD-2022-006149,PROD-0040,4,141.98,0.0,567.92
ITM-0009961,ORD-2022-006149,PROD-0020,1,74.18,0.0,74.18
ITM-0009962,ORD-2022-006150,PROD-0078,1,379.23,0.0,379.23
ITM-0009963,ORD-2023-006151,PROD-0120,1,767.77,0.0,767.77
ITM-0009964,ORD-2022-006152,PROD-0104,1,36.2,0.0,36.2
ITM-0009965,ORD-2022-006152,PROD-0119,1,25.67,2.57,23.1
ITM-0009966,ORD-2024-006153,PROD-0017,1,423.09,0.0,423.09
