customer_id,city,state,region,signup_date,segment
CUST-00918,Chicago,IL,Central,2022-04-12,Consumer
CUST-00919,San Antonio,TX,Central,2021-06-18,Corporate
CUST-00920,Phoenix,AZ,West,2023-06-10,Consumer
CUST-00921,San Antonio,TX,Central,2024-09-20,Consumer
CUST-00922,San Jose,CA,West,2021-06-14,Consumer
CUST-00923,Phoenix,AZ,West,2023-09-14,Consumer
CUST-00924,Philadelphia,PA,East,2024-07-06,Home Office
CUST-00925,New York,NY,East,2021-07-15,Consumer
CUST-00926,New York,NY,East,2021-02-16,Corporate
CUST-00927,Houston,TX,Central,2023-05-31,Home Office
CUST-00928,Los Angeles,CA,West,2023-09-23,Corporate
CUST-00929,Chicago,IL,Central,2024-11-30,Home Office
CUST-00930,Dallas,TX,Central,2023-12-20,Consumer
CUST-00931,Denver,CO,West,2023-01-31,Consumer
CUST-00932,Los Angeles,CA,West,2022-09-29,Consumer
CUST-00933,Columbus,OH,East,2023-03-19,Home Office
CUST-00934,New York,NY,East,2023-07-08,Consumer
CUST-00935,Los Angeles,CA,West,2021-05-19,Consumer
CUST-00936,Phoenix,AZ,West,2023-05-09,Consumer
CUST-00937,San Diego,CA,West,2021-03-02,Corporate
CUST-00938,New York,NY,East,2023-06-06,Consumer
CUST-00939,Chicago,IL,Central,2021-12-28,Consumer
CUST-00940,Charlotte,NC,East,2022-02-26,Consumer
CUST-00941,Chicago,IL,Central,2021-12-04,Consumer
CUST-00942,New York,NY,East,2021-10-02,Consumer
CUST-00943,Los Angeles,CA,West,2024-01-31,Corporate
CUST-00944,San Diego,CA,West,2022-10-15,Consumer
CUST-00945,New York,NY,East,2023-11-03,Consumer
CUST-00946,New York,NY,East,2023-06-06,Home Office
CUST-00947,Columbus,OH,East,2022-07-18,Corporate
CUST-00948,Charlotte,NC,East,2021-01-31,Consumer
CUST-00949,Houston,TX,Central,2021-10-09,Corporate
CUST-00950,Los Angeles,CA,West,2021-11-17,Corporate
CUST-00951,Austin,TX,Central,2022-07-27,Consumer
CUST-00952,San Francisco,CA,West,2023-06-28,Corporate
CUST-00953,New York,NY,East,2024-04-05,Corporate
CUST-00954,New York,NY,East,2021-07-23,Corporate
CUST-00955,Los Angeles,CA,West,2021-06-15,Corporate
CUST-00956,San Francisco,CA,West,2021-08-09,Corporate
CUST-00957,New York,NY,East,2024-10-23,Home Office
CUST-00958,New York,NY,East,2023-06-20,Consumer
CUST-00959,San Jose,CA,West,2023-08-14,Corporate
CUST-00960,San Jose,CA,West,2024-03-26,Consumer
CUST-00961,Philadelphia,PA,East,2021-02-20,Consumer
CUST-00962,San Antonio,TX,Central,2023-07-19,Corporate
CUST-00963,Chicago,IL,Central,2024-11-18,Corporate
CUST-00964,San Antonio,TX,Central,2023-12-27,Consumer
CUST-00965,Phoenix,AZ,West,2022-04-01,Consumer
CUST-00966,Charlotte,NC,East,2022-05-20,Consumer
CUST-00967,Chicago,IL,Central,2022-08-31,Consumer
CUST-00968,Houston,TX,Central,2022-01-29,Consumer
CUST-00969,Chicago,IL,Central,2021-08-03,Consumer
CUST-00970,San Diego,CA,West,2024-08-27,Consumer
CUST-00971,Phoenix,AZ,West,2021-09-29,Consumer
CUST-00972,Chicago,IL,Central,2023-12-09,Consumer
CUST-00973,Chicago,IL,Central,2024-09-09,Consumer
CUST-00974,Philadelphia,PA,East,2021-09-03,Corporate
CUST-00975,San Francisco,CA,West,2022-05-24,Consumer
CUST-00976,Los Angeles,CA,West,2024-05-30,Consumer
CUST-00977,Houston,TX,Central,2023-05-18,Corporate
CUST-00978,Indianapolis,IN,East,2022-03-06,Consumer
CUST-00979,Los Angeles,CA,West,2024-11-19,Consumer
CUST-00980,Los Angeles,CA,West,2022-02-09,Consumer
CUST-00981,New York,NY,East,2022-07-12,Consumer
CUST-00982,Charlotte,NC,East,2021-07-05,Consumer
CUST-00983,Los Angeles,CA,West,2022-09-20,Consumer
CUST-00984,Jacksonville,FL,East,2024-08-05,Consumer
CUST-00985,San Jose,CA,West,2024-02-17,Consumer
CUST-00986,Los Angeles,CA,West,2021-04-22,Corporate
CUST-00987,Philadelphia,PA,East,2022-08-14,Home Office
CUST-00988,New York,NY,East,2021-12-24,Consumer
CUST-00989,Austin,TX,Central,2024-03-02,Consumer
CUST-00990,Phoenix,AZ,West,2024-12-23,Consumer
CUST-00991,Columbus,OH,East,2021-09-22,Corporate
CUST-00992,Phoenix,AZ,West,2024-01-02,Consumer
CUST-00993,Houston,TX,Central,2023-11-13,Consumer
CUST-00994,New York,NY,East,2021-09-08,Consumer
CUST-00995,San Jose,CA,West,2024-07-27,Corporate
CUST-00996,Phoenix,AZ,West,2021-12-14,Consumer
CUST-00997,New York,NY,East,2022-03-21,Corporate
CUST-00998,Chicago,IL,Central,2023-02-21,Home Office
CUST-00999,Phoenix,AZ,West,2021-10-03,Corporate
CUST-01000,Austin,TX,Central,2022-12-22,Consumer
CUST-01001,San Francisco,CA,West,2024-10-15,Corporate
CUST-01002,Phoenix,AZ,West,2021-09-01,Consumer
CUST-01003,New York,NY,East,2022-09-16,Consumer
CUST-01004,Los Angeles,CA,West,2022-06-01,Consumer
CUST-01005,Seattle,WA,West,2021-06-12,Consumer
CUST-01006,San Francisco,CA,West,2021-10-30,Corporate
CUST-01007,New York,NY,East,2024-12-27,Consumer
CUST-01008,New York,NY,East,2021-02-14,Consumer
CUST-01009,Houston,TX,Central,2022-06-22,Corporate
CUST-01010,Houston,TX,Central,2021-08-06,Consumer
CUST-01011,San Diego,CA,West,2023-09-14,Consumer
CUST-01012,New York,NY,East,2021-11-13,Consumer
CUST-01013,Denver,CO,West,2023-10-15,Consumer
CUST-01014,Chicago,IL,Central,2024-12-14,Consumer
CUST-01015,Chicago,IL,Central,2023-01-12,Consumer
CUST-01016,Houston,TX,Central,2023-02-17,Home Office
CUST-01017,Los Angeles,CA,West,2024-09-06,Consumer
CUST-01018,Los Angeles,CA,West,2024-10-01,Consumer
CUST-01019,Dallas,TX,Central,2023-12-22,Consumer
CUST-01020,San Diego,CA,West,2024-10-14,Consumer
CUST-01021,Phoenix,AZ,West,2023-06-08,Consumer
CUST-01022,San Antonio,TX,Central,2021-03-05,Consumer
CUST-01023,Denver,CO,West,2023-09-16,Home Office
CUST-01024,San Diego,CA,West,2022-06-10,Consumer
CUST-01025,Los Angeles,CA,West,2024-10-14,Consumer
CUST-01026,Columbus,OH,East,2023-04-24,Consumer
CUST-01027,Los Angeles,CA,West,2022-10-22,Home Office
CUST-01028,Jacksonville,FL,East,2023-05-22,Consumer
CUST-01029,San Francisco,CA,West,2024-01-15,Corporate
CUST-01030,Indianapolis,IN,East,2023-08-09,Consumer
CUST-01031,San Jose,CA,West,2021-12-18,Consumer
CUST-01032,Philadelphia,PA,East,2021-10-17,Corporate
CUST-01033,San Antonio,TX,Central,2021-08-26,Consumer
CUST-01034,Indianapolis,IN,East,2023-01-20,Consumer
CUST-01035,Chicago,IL,Central,2022-06-16,Consumer
CUST-01036,Phoenix,AZ,West,2024-07-27,Consumer
CUST-01037,Los Angeles,CA,West,2024-06-05,Consumer
CUST-01038,Dallas,TX,Central,2024-01-26,Consumer
CUST-01039,San Antonio,TX,Central,2021-09-26,Consumer
CUST-01040,Los Angeles,CA,West,2024-05-23,Consumer
CUST-01041,,TX,Central,2022-09-27,Consumer
CUST-01042,San Diego,CA,West,2022-07-28,Corporate
CUST-01043,Indianapolis,IN,East,2023-08-29,Consumer
CUST-01044,Philadelphia,PA,East,2021-05-29,Consumer
CUST-01045,Chicago,IL,Central,2021-03-04,Corporate
CUST-01046,Columbus,OH,East,2024-09-03,Consumer
CUST-01047,New York,NY,East,2024-05-10,Consumer
CUST-01048,San Diego,CA,West,2022-08-13,Consumer
CUST-01049,Los Angeles,CA,West,2022-11-02,Consumer
CUST-01050,,TX,Central,2023-07-15,Consumer
CUST-01051,San Antonio,TX,Central,2024-01-22,Consumer
CUST-01052,Los Angeles,CA,West,2021-07-27,Consumer
CUST-01053,Denver,CO,West,2023-05-30,Consumer
CUST-01054,New York,NY,East,2021-08-05,Consumer
CUST-01055,San Antonio,TX,Central,2022-12-12,Consumer
CUST-01056,New York,NY,East,2024-11-30,Corporate
CUST-01057,Los Angeles,CA,West,2023-04-15,Home Office
CUST-01058,Columbus,OH,East,2022-09-17,Consumer
CUST-01059,Philadelphia,PA,East,2021-12-02,Consumer
CUST-01060,New York,NY,East,2022-03-24,Consumer
CUST-01061,Chicago,IL,Central,2024-08-20,Consumer
CUST-01062,Charlotte,NC,East,2023-12-20,Consumer
CUST-01063,Los Angeles,CA,West,2022-06-27,Consumer
CUST-01064,New York,NY,East,2024-03-27,Consumer
CUST-01065,Los Angeles,CA,West,2023-07-13,Home Office
CUST-01066,Chicago,IL,Central,2021-01-17,Consumer
CUST-01067,Philadelphia,PA,East,2021-10-14,Consumer
CUST-01068,Los Angeles,CA,West,2022-07-10,Home Office
CUST-01069,San Antonio,TX,Central,2024-04-19,Home Office
CUST-01070,,TX,Central,2021-07-30,Corporate
CUST-01071,Los Angeles,CA,West,2021-11-07,Consumer
CUST-01072,Houston,TX,Central,2022-11-09,Corporate
CUST-01073,Los Angeles,CA,West,2024-07-19,Consumer
CUST-01074,San Antonio,TX,Central,2023-12-07,Consumer
CUST-01075,Dallas,TX,Central,2021-11-01,Consumer
CUST-01076,Los Angeles,CA,West,2024-04-26,Corporate
CUST-01077,Phoenix,AZ,West,2021-12-12,Consumer
CUST-01078,San Jose,CA,West,2022-06-13,Corporate
CUST-01079,Los Angeles,CA,West,2024-04-08,Consumer
CUST-01080,San Diego,CA,West,2024-02-22,Corporate
CUST-01081,New York,NY,East,2023-02-09,Consumer
CUST-01082,Los Angeles,CA,West,2021-05-10,Consumer
CUST-01083,San Antonio,TX,Central,2024-10-12,Consumer
CUST-01084,Dallas,TX,Central,2024-02-23,Home Office
CUST-01085,Seattle,WA,West,2021-06-28,Consumer
CUST-01086,Denver,CO,West,2024-08-19,Consumer
CUST-01087,Chicago,IL,Central,2022-07-17,Consumer
CUST-01088,San Jose,CA,West,2024-07-18,Home Office
CUST-01089,Houston,TX,Central,2024-06-10,Consumer
CUST-01090,Philadelphia,PA,East,2024-07-09,Consumer
CUST-01091,Houston,TX,Central,2023-03-02,Corporate
CUST-01092,Denver,CO,West,2024-04-27,Consumer
CUST-01093,New York,NY,East,2022-05-07,Consumer
CUST-01094,Los Angeles,CA,West,2021-12-18,Corporate
CUST-01095,Jacksonville,FL,East,2023-05-20,Consumer
CUST-01096,Philadelphia,PA,East,2022-04-01,Consumer
CUST-01097,Phoenix,AZ,West,2021-02-12,Consumer
CUST-01098,Chicago,IL,Central,2023-10-12,Consumer
CUST-01099,New York,NY,East,2022-08-29,Consumer
CUST-01100,Los Angeles,CA,West,2023-02-24,Home Office
CUST-01101,San Francisco,CA,West,2022-04-26,Home Office
CUST-01102,Philadelphia,PA,East,2022-06-10,Consumer
CUST-01103,Houston,TX,Central,2024-07-29,Corporate
CUST-01104,New York,NY,East,2022-11-12,Corporate
CUST-01105,Chicago,IL,Central,2023-04-09,Consumer
CUST-01106,Los Angeles,CA,West,2024-09-20,Corporate
CUST-01107,Chicago,IL,Central,2021-12-05,Consumer
CUST-01108,Houston,TX,Central,2022-01-23,Corporate
CUST-01109,Dallas,TX,Central,2024-08-24,Corporate
CUST-01110,New York,NY,East,2024-10-06,Consumer
CUST-01111,New York,NY,East,2022-10-17,Corporate
CUST-01112,Los Angeles,CA,West,2023-05-04,Consumer
CUST-01113,Los Angeles,CA,West,2024-04-26,Consumer
CUST-01114,New York,NY,East,2021-05-20,Corporate
CUST-01115,Los Angeles,CA,West,2022-04-15,Consumer
CUST-01116,Jacksonville,FL,East,2023-08-20,Corporate
CUST-01117,Houston,TX,Central,2024-05-22,Consumer
CUST-01118,New York,NY,East,2022-07-21,Consumer
CUST-01119,Jacksonville,FL,East,2022-04-03,Consumer
CUST-01120,Dallas,TX,Central,2022-10-05,Consumer
CUST-01121,Los Angeles,CA,West,2021-03-19,Consumer
CUST-01122,New York,NY,East,2021-05-30,Corporate
CUST-01123,San Antonio,TX,Central,2024-12-26,Consumer
CUST-01124,Los Angeles,CA,West,2023-03-30,Consumer
CUST-01125,Denver,CO,West,2024-08-30,Consumer
CUST-01126,Phoenix,AZ,West,2022-04-25,Consumer
CUST-01127,Chicago,IL,Central,2023-07-27,Consumer
CUST-01128,New York,NY,East,2024-08-22,Consumer
CUST-01129,Houston,TX,Central,2021-08-08,Corporate
CUST-01130,New York,NY,East,2021-06-25,Consumer
CUST-01131,New York,NY,East,2022-09-03,Corporate
CUST-01132,Columbus,OH,East,2022-08-01,Consumer
CUST-01133,Indianapolis,IN,East,2023-02-03,Consumer
CUST-01134,New York,NY,East,2024-02-08,Corporate
CUST-01135,,IL,Central,2022-02-25,Consumer
CUST-01136,,IL,Central,2024-09-30,Consumer
CUST-01137,San Jose,CA,West,2024-04-02,Home Office
CUST-01138,New York,NY,East,2021-07-14,Consumer
CUST-01139,Austin,TX,Central,2021-04-22,Consumer
CUST-01140,Philadelphia,PA,East,2021-05-13,Consumer
CUST-01141,New York,NY,East,2021-04-04,Consumer
CUST-01142,San Antonio,TX,Central,2022-07-05,Corporate
CUST-01143,Los Angeles,CA,West,2022-03-30,Consumer
CUST-01144,San Jose,CA,West,2022-11-10,Consumer
CUST-01145,Houston,TX,Central,2021-06-27,Consumer
CUST-01146,Chicago,IL,Central,2022-11-19,Consumer
CUST-01147,Chicago,IL,Central,2024-06-03,Consumer
CUST-01148,San Antonio,TX,Central,2023-04-24,Consumer
CUST-01149,Chicago,IL,Central,2024-05-07,Corporate
CUST-01150,Austin,TX,Central,2024-05-06,Home Office
CUST-01151,San Jose,CA,West,2021-05-11,Consumer
CUST-01152,Los Angeles,CA,West,2024-02-23,Consumer
CUST-01153,San Diego,CA,West,2024-04-08,Corporate
CUST-01154,San Francisco,CA,West,2023-02-20,Consumer
CUST-01155,Philadelphia,PA,East,2023-05-16,Consumer
CUST-01156,Philadelphia,PA,East,2023-12-14,Corporate
CUST-01157,,TX,Central,2024-07-04,Corporate
CUST-01158,San Diego,CA,West,2022-10-03,Consumer
CUST-01159,Los Angeles,CA,West,2021-06-02,Consumer
CUST-01160,Chicago,IL,Central,2024-07-29,Home Office
CUST-01161,Jacksonville,FL,East,2022-01-27,Corporate
CUST-01162,,NY,East,2021-12-04,Corporate
CUST-01163,New York,NY,East,2022-03-07,Consumer
CUST-01164,Los Angeles,CA,West,2022-01-14,Corporate
CUST-01165,Philadelphia,PA,East,2023-12-24,Corporate
CUST-01166,Columbus,OH,East,2022-01-17,Corporate
CUST-01167,New York,NY,East,2022-03-19,Consumer
CUST-01168,Los Angeles,CA,West,2021-07-05,Consumer
CUST-01169,New York,NY,East,2024-06-19,Consumer
CUST-01170,Los Angeles,CA,West,2023-01-01,Consumer
CUST-01171,Los Angeles,CA,West,2023-12-28,Home Office
CUST-01172,Austin,TX,Central,2022-03-08,Corporate
CUST-01173,New York,NY,East,2023-08-07,Home Office
CUST-01174,Charlotte,NC,East,2024-10-16,Home Office
CUST-01175,New York,NY,East,2021-07-05,Consumer
CUST-01176,Charlotte,NC,East,2023-09-13,Corporate
CUST-01177,Indianapolis,IN,East,2024-07-11,Consumer
CUST-01178,New York,NY,East,2021-05-09,Home Office
CUST-01179,Philadelphia,PA,East,2024-06-29,Corporate
CUST-01180,New York,NY,East,2021-04-19,Consumer
CUST-01181,Chicago,IL,Central,2023-07-22,Consumer
CUST-01182,New York,NY,East,2023-09-20,Consumer
CUST-01183,Los Angeles,CA,West,2023-09-03,Consumer
CUST-01184,Los Angeles,CA,West,2024-12-19,Consumer
CUST-01185,San Diego,CA,West,2023-01-05,Consumer
CUST-01186,Los Angeles,CA,West,2023-03-07,Corporate
CUST-01187,Chicago,IL,Central,2022-01-15,Corporate
CUST-01188,San Francisco,CA,West,2021-05-29,Corporate
CUST-01189,San Francisco,CA,West,2022-11-22,Consumer
CUST-01190,New York,NY,East,2023-08-23,Consumer
CUST-01191,Los Angeles,CA,West,2021-07-15,Home Office
CUST-01192,Jacksonville,FL,East,2022-08-02,Consumer
CUST-01193,New York,NY,East,2024-05-14,Consumer
CUST-01194,,AZ,West,2024-05-09,Consumer
CUST-01195,New York,NY,East,2023-01-18,Corporate
CUST-01196,New York,NY,East,2021-05-05,Consumer
CUST-01197,San Diego,CA,West,2022-09-03,Consumer
CUST-01198,New York,NY,East,2022-08-09,Home Office
CUST-01199,Philadelphia,PA,East,2022-11-14,Home Office
CUST-01200,Chicago,IL,Central,2023-03-16,Consumer
CUST-01201,Los Angeles,CA,West,2024-01-18,Consumer
CUST-01202,Seattle,WA,West,2023-05-20,Consumer
CUST-01203,San Diego,CA,West,2023-03-26,Consumer
CUST-01204,Jacksonville,FL,East,2021-04-21,Home Office
CUST-01205,Chicago,IL,Central,2024-08-25,Consumer
CUST-01206,New York,NY,East,2021-01-27,Consumer
CUST-01207,Columbus,OH,East,2021-08-29,Consumer
CUST-01208,,FL,East,2023-09-26,Corporate
CUST-01209,New York,NY,East,2023-04-15,Consumer
CUST-01210,San Antonio,TX,Central,2021-05-08,Corporate
CUST-01211,New York,NY,East,2024-05-30,Consumer
CUST-01212,Los Angeles,CA,West,2024-01-21,Consumer
CUST-01213,Phoenix,AZ,West,2024-06-30,Consumer
CUST-01214,Indianapolis,IN,East,2023-09-20,Consumer
CUST-01215,Austin,TX,Central,2022-02-07,Corporate
CUST-01216,Dallas,TX,Central,2022-02-07,Consumer
CUST-01217,Jacksonville,FL,East,2024-03-13,Home Office
CUST-01218,Los Angeles,CA,West,2021-11-10,Corporate
CUST-01219,New York,NY,East,2024-10-12,Consumer
CUST-01220,New York,NY,East,2024-12-04,Consumer
CUST-01221,New York,NY,East,2023-03-04,Consumer
CUST-01222,Los Angeles,CA,West,2022-06-13,Corporate
CUST-01223,Los Angeles,CA,West,2021-09-19,Consumer
CUST-01224,Los Angeles,CA,West,2022-08-08,Consumer
CUST-01225,Houston,TX,Central,2021-12-24,Consumer
CUST-01226,Los Angeles,CA,West,2024-06-26,Consumer
CUST-01227,San Antonio,TX,Central,2023-01-24,Consumer
CUST-01228,New York,NY,East,2024-11-30,Corporate
CUST-01229,Austin,TX,Central,2024-12-20,Consumer
CUST-01230,Chicago,IL,Central,2023-04-10,Consumer
CUST-01231,New York,NY,East,2024-05-18,Corporate
CUST-01232,Los Angeles,CA,West,2022-04-22,Consumer
CUST-01233,Los Angeles,CA,West,2022-05-10,Corporate
CUST-01234,Philadelphia,PA,East,2022-12-07,Consumer
CUST-01235,New York,NY,East,2024-05-13,Consumer
CUST-01236,New York,NY,East,2021-10-31,Consumer
CUST-01237,Los Angeles,CA,West,2024-09-25,Consumer
CUST-01238,Jacksonville,FL,East,2022-03-16,Consumer
CUST-01239,New York,NY,East,2022-08-29,Consumer
CUST-01240,Los Angeles,CA,West,2023-02-24,Consumer
CUST-01241,New York,NY,East,2022-10-25,Consumer
CUST-01242,Houston,TX,Central,2024-05-20,Corporate
CUST-01243,New York,NY,East,2023-11-06,Corporate
CUST-01244,New York,NY,East,2022-01-24,Consumer
CUST-01245,Austin,TX,Central,2022-08-22,Consumer
CUST-01246,San Antonio,TX,Central,2024-03-20,Consumer
CUST-01247,Houston,TX,Central,2022-10-24,Consumer
CUST-01248,New York,NY,East,2021-01-15,Consumer
CUST-01249,Los Angeles,CA,West,2024-06-15,Consumer
CUST-01250,San Francisco,CA,West,2021-11-01,Consumer
CUST-01251,Los Angeles,CA,West,2023-04-18,Consumer
CUST-01252,San Jose,CA,West,2024-03-04,Corporate
CUST-01253,San Jose,CA,West,2023-05-07,Consumer
CUST-01254,Los Angeles,CA,West,2021-04-19,Consumer
CUST-01255,Phoenix,AZ,West,2021-10-28,Consumer
CUST-01256,New York,NY,East,2021-02-24,Home Office
CUST-01257,San Antonio,TX,Central,2024-07-28,Home Office
CUST-01258,Chicago,IL,Central,2021-12-30,Consumer
CUST-01259,Indianapolis,IN,East,2022-09-03,Consumer
CUST-01260,Philadelphia,PA,East,2022-02-02,Consumer
CUST-01261,New York,NY,East,2022-02-04,Consumer
CUST-01262,New York,NY,East,2021-11-28,Consumer
CUST-01263,Austin,TX,Central,2024-05-11,Consumer
CUST-01264,New York,NY,East,2022-11-12,Corporate
CUST-01265,Chicago,IL,Central,2021-10-21,Consumer
CUST-01266,San Diego,CA,West,2024-05-20,Consumer
CUST-01267,Los Angeles,CA,West,2024-09-26,Home Office
CUST-01268,Chicago,IL,Central,2022-11-25,Consumer
CUST-01269,San Jose,CA,West,2024-04-21,Consumer
CUST-01270,Austin,TX,Central,2021-05-16,Consumer
CUST-01271,Denver,CO,West,2022-09-27,Consumer
CUST-01272,Philadelphia,PA,East,2021-01-15,Corporate
CUST-01273,Dallas,TX,Central,2023-07-30,Consumer
CUST-01274,Chicago,IL,Central,2021-11-09,Consumer
CUST-01275,Phoenix,AZ,West,2022-06-17,Consumer
CUST-01276,San Antonio,TX,Central,2023-02-21,Consumer
CUST-01277,San Antonio,TX,Central,2024-01-13,Corporate
CUST-01278,New York,NY,East,2022-12-26,Consumer
CUST-01279,Philadelphia,PA,East,2022-12-01,Consumer
CUST-01280,Houston,TX,Central,2024-09-11,Consumer
CUST-01281,New York,NY,East,2024-03-01,Consumer
CUST-01282,Chicago,IL,Central,2021-11-06,Home Office
CUST-01283,Houston,TX,Central,2023-10-17,Consumer
CUST-01284,Seattle,WA,West,2023-02-28,Corporate
CUST-01285,San Francisco,CA,West,2023-03-01,Consumer
CUST-01286,New York,NY,East,2022-06-09,Consumer
CUST-01287,Philadelphia,PA,East,2022-01-17,Consumer
CUST-01288,New York,NY,East,2024-10-30,Consumer
CUST-01289,Charlotte,NC,East,2023-05-10,Corporate
CUST-01290,New York,NY,East,2023-11-17,Consumer
CUST-01291,New York,NY,East,2023-08-12,Consumer
CUST-01292,San Francisco,CA,West,2022-04-29,Consumer
CUST-01293,Philadelphia,PA,East,2022-08-23,Consumer
CUST-01294,Jacksonville,FL,East,2021-04-07,Consumer
CUST-01295,New York,NY,East,2022-06-18,Consumer
CUST-01296,Indianapolis,IN,East,2022-10-03,Consumer
CUST-01297,New York,NY,East,2024-05-04,Consumer
CUST-01298,Austin,TX,Central,2023-04-09,Consumer
CUST-01299,San Antonio,TX,Central,2024-05-01,Consumer
CUST-01300,Houston,TX,Central,2023-06-25,Consumer
CUST-01301,Indianapolis,IN,East,2021-06-21,Consumer
CUST-01302,New York,NY,East,2024-02-28,Home Office
CUST-01303,Charlotte,NC,East,2024-03-02,Corporate
CUST-01304,New York,NY,East,2024-09-27,Home Office
CUST-01305,New York,NY,East,2023-02-22,Consumer
CUST-01306,New York,NY,East,2023-10-14,Corporate
CUST-01307,Jacksonville,FL,East,2023-04-23,Home Office
CUST-01308,Denver,CO,West,2024-11-07,Consumer
CUST-01309,Dallas,TX,Central,2021-04-22,Consumer
CUST-01310,Los Angeles,CA,West,2024-12-30,Consumer
CUST-01311,San Jose,CA,West,2024-10-23,Consumer
CUST-01312,Los Angeles,CA,West,2023-12-05,Consumer
CUST-01313,Chicago,IL,Central,2021-06-23,Home Office
CUST-01314,Los Angeles,CA,West,2023-03-25,Consumer
CUST-01315,New York,NY,East,2022-06-26,Home Office
CUST-01316,San Antonio,TX,Central,2023-01-01,Consumer
CUST-01317,San Diego,CA,West,2022-07-23,Corporate
CUST-01318,Los Angeles,CA,West,2024-10-25,Consumer
CUST-01319,Phoenix,AZ,West,2021-03-15,Consumer
CUST-01320,Philadelphia,PA,East,2023-09-14,Corporate
CUST-01321,Philadelphia,PA,East,2023-11-26,Consumer
CUST-01322,San Jose,CA,West,2022-08-30,Consumer
CUST-01323,San Diego,CA,West,2024-08-18,Consumer
CUST-01324,Dallas,TX,Central,2023-05-26,Home Office
CUST-01325,New York,NY,East,2021-04-29,Consumer
CUST-01326,San Jose,CA,West,2024-11-27,Consumer
CUST-01327,Phoenix,AZ,West,2022-09-06,Consumer
CUST-01328,Houston,TX,Central,2022-12-16,Corporate
CUST-01329,Seattle,WA,West,2023-06-08,Consumer
CUST-01330,Dallas,TX,Central,2024-02-11,Home Office
CUST-01331,Denver,CO,West,2024-07-11,Consumer
CUST-01332,Dallas,TX,Central,2021-07-23,Consumer
CUST-01333,New York,NY,East,2024-09-05,Consumer
CUST-01334,San Diego,CA,West,2024-06-12,Consumer
CUST-01335,Los Angeles,CA,West,2021-01-25,Consumer
CUST-01336,Indianapolis,IN,East,2024-10-01,Corporate
CUST-01337,Phoenix,AZ,West,2022-10-13,Consumer
CUST-01338,New York,NY,East,2021-10-10,Consumer
CUST-01339,,NY,East,2021-04-01,Home Office
CUST-01340,Phoenix,AZ,West,2023-05-29,Consumer
CUST-01341,,CO,West,2023-08-31,Consumer
CUST-01342,Los Angeles,CA,West,2021-10-02,Corporate
CUST-01343,Chicago,IL,Central,2023-06-19,Consumer
CUST-01344,Philadelphia,PA,East,2023-11-21,Home Office
CUST-01345,Chicago,IL,Central,2021-06-20,Consumer
CUST-01346,Jacksonville,FL,East,2023-01-07,Consumer
CUST-01347,New York,NY,East,2024-06-21,Consumer
CUST-01348,Seattle,WA,West,2021-04-29,Consumer
CUST-01349,Phoenix,AZ,West,2021-07-15,Consumer
CUST-01350,Seattle,WA,West,2022-12-18,Consumer
CUST-01351,Philadelphia,PA,East,2022-08-10,Corporate
CUST-01352,San Francisco,CA,West,2022-08-30,Consumer
CUST-01353,San Antonio,TX,Central,2022-01-28,Consumer
CUST-01354,Los Angeles,CA,West,2021-09-06,Consumer
CUST-01355,Los Angeles,CA,West,2023-08-28,Corporate
CUST-01356,Austin,TX,Central,2024-12-24,Home Office
CUST-01357,Phoenix,AZ,West,2023-07-09,Home Office
CUST-01358,San Diego,CA,West,2024-10-28,Corporate
CUST-01359,San Francisco,CA,West,2024-07-18,Consumer
CUST-01360,New York,NY,East,2024-10-21,Consumer
CUST-01361,Chicago,IL,Central,2023-02-14,Home Office
CUST-01362,Houston,TX,Central,2024-10-09,Consumer
CUST-01363,New York,NY,East,2023-04-28,Consumer
CUST-01364,Philadelphia,PA,East,2024-02-01,Consumer
CUST-01365,San Jose,CA,West,2022-02-04,Home Office
CUST-01366,Columbus,OH,East,2022-06-24,Consumer
CUST-01367,San Antonio,TX,Central,2023-05-16,Corporate
CUST-01368,New York,NY,East,2023-01-30,Consumer
CUST-01369,New York,NY,East,2024-02-27,Home Office
CUST-01370,New York,NY,East,2021-01-04,Consumer
CUST-01371,Chicago,IL,Central,2021-10-03,Consumer
CUST-01372,Los Angeles,CA,West,2023-03-07,Consumer
CUST-01373,San Antonio,TX,Central,2021-01-05,Consumer
CUST-01374,Los Angeles,CA,West,2021-09-06,Corporate
CUST-01375,Chicago,IL,Central,2021-04-04,Consumer
CUST-01376,Los Angeles,CA,West,2022-03-19,Home Office
CUST-01377,New York,NY,East,2022-07-19,Consumer
CUST-01378,San Diego,CA,West,2022-07-15,Consumer
CUST-01379,Charlotte,NC,East,2022-06-12,Corporate
CUST-01380,Chicago,IL,Central,2024-03-21,Consumer
CUST-01381,New York,NY,East,2023-07-30,Consumer
CUST-01382,Chicago,IL,Central,2023-03-22,Consumer
CUST-01383,San Diego,CA,West,2022-12-02,Corporate
CUST-01384,Los Angeles,CA,West,2024-08-27,Consumer
CUST-01385,Chicago,IL,Central,2023-01-16,Consumer
CUST-01386,Chicago,IL,Central,2022-10-14,Consumer
CUST-01387,San Jose,CA,West,2023-07-07,Consumer
CUST-01388,Houston,TX,Central,2022-09-23,Home Office
CUST-01389,Chicago,IL,Central,2024-08-10,Consumer
CUST-01390,Dallas,TX,Central,2021-03-28,Corporate
CUST-01391,New York,NY,East,2021-08-01,Consumer
CUST-01392,Los Angeles,CA,West,2024-08-07,Consumer
