order_id,customer_id,order_date,ship_date,order_status,ship_mode
ORD-2022-002032,CUST-02297,2022-06-26,2022-06-29,Delivered,Standard
ORD-2024-002033,CUST-04386,2024-05-12,2024-05-14,Delivered,Express
ORD-2024-002034,CUST-02586,2024-10-11,2024-10-15,Delivered,Standard
ORD-2024-002035,CUST-02696,2024-02-14,2024-02-20,Shipped,Standard
ORD-2022-002036,CUST-04397,2022-12-09,2022-12-10,Delivered,Next Day
ORD-2022-002037,CUST-01481,2022-05-02,,Cancelled,Express
ORD-2022-002038,CUST-01230,2022-11-19,,Processing,Standard
ORD-2022-002039,CUST-01091,2022-12-01,2022-12-06,Delivered,Standard
ORD-2022-002040,CUST-02581,2022-09-06,2022-09-11,Delivered,Standard
ORD-2024-002041,CUST-01469,2024-02-21,2024-02-26,Delivered,Standard
ORD-2024-002042,CUST-04741,2024-10-16,2024-10-22,Delivered,Standard
ORD-2024-002043,CUST-03888,2024-08-10,2024-08-16,Delivered,Standard
ORD-2024-002044,CUST-04026,2024-08-30,2024-09-05,Delivered,Standard
ORD-2022-002045,CUST-02419,2022-11-08,2022-11-13,Delivered,Standard
ORD-2024-002046,CUST-02306,2024-10-05,2024-10-08,Delivered,Standard
ORD-2023-002047,CUST-01548,2023-01-03,2023-01-08,Delivered,Standard
ORD-2024-002048,CUST-02570,2024-12-22,2024-12-24,Shipped,Express
ORD-2022-002049,CUST-01518,2022-08-30,,Processing,Standard
ORD-2022-002050,CUST-02331,2022-05-17,2022-05-20,Delivered,Standard
ORD-2022-002051,CUST-01517,2022-05-11,2022-05-17,Delivered,Standard
ORD-2022-002052,CUST-01621,2022-10-18,2022-10-23,Delivered,Standard
ORD-2023-002053,CUST-00126,2023-04-10,,Cancelled,Express
ORD-2023-002054,CUST-03355,2023-06-25,2023-06-29,Delivered,Standard
ORD-2022-002055,CUST-00133,2022-01-10,2022-01-16,Delivered,Standard
ORD-2024-002056,CUST-00387,2024-03-09,2024-03-13,Delivered,Standard
ORD-2023-002057,CUST-04249,2023-10-12,2023-10-15,Delivered,Standard
ORD-2023-002058,CUST-04002,2023-10-18,2023-10-20,Returned,Express
ORD-2022-002059,CUST-04729,2022-12-28,2023-01-04,Delivered,Standard
ORD-2022-002060,CUST-01558,2022-03-25,2022-03-27,Delivered,Express
ORD-2023-002061,CUST-02230,2023-01-01,2023-01-08,Delivered,Standard
ORD-2022-002062,CUST-03750,2022-12-06,2022-12-09,Delivered,Standard
ORD-2022-002063,CUST-04774,2022-12-12,2022-12-18,Delivered,Standard
ORD-2024-002064,CUST-04829,2024-11-04,,Processing,Standard
ORD-2023-002065,CUST-00414,2023-07-20,2023-07-23,Delivered,Standard
ORD-2024-002066,CUST-03974,2024-05-22,2024-05-28,Delivered,Standard
ORD-2024-002067,CUST-04037,2024-07-10,2024-07-12,Delivered,Express
ORD-2024-002068,CUST-04244,2024-11-18,2024-11-20,Delivered,Express
ORD-2022-002069,CUST-01575,2022-06-05,2022-06-09,Delivered,Standard
ORD-2024-002070,CUST-01067,2024-07-13,2024-07-14,Delivered,Next Day
ORD-2023-002071,CUST-02430,2023-07-25,2023-08-01,Delivered,Standard
ORD-2023-002072,CUST-00145,2023-11-20,2023-11-21,Delivered,Next Day
ORD-2023-002073,CUST-04428,2023-06-04,2023-06-09,Delivered,Standard
ORD-2022-002074,CUST-04268,2022-08-03,2022-08-06,Delivered,Standard
ORD-2022-002075,CUST-01753,2022-10-01,2022-10-07,Delivered,Standard
ORD-2022-002076,CUST-02255,2022-06-22,2022-06-28,Delivered,Standard
ORD-2024-002077,CUST-03934,2024-06-24,2024-06-26,Shipped,Express
ORD-2022-002078,CUST-01691,2022-12-10,2022-12-15,Delivered,Standard
ORD-2023-002079,CUST-00290,2023-03-03,2023-03-09,Delivered,Standard
ORD-2024-002080,CUST-00405,2024-07-01,2024-07-05,Delivered,Standard
ORD-2024-002081,CUST-04795,2024-04-04,2024-04-06,Delivered,Express
ORD-2022-002082,CUST-04548,2022-12-21,,Cancelled,Standard
ORD-2023-002083,CUST-03964,2023-12-06,2023-12-13,Delivered,Standard
ORD-2023-002084,CUST-00987,2023-12-13,2023-12-18,Delivered,Standard
ORD-2023-002085,CUST-01776,2023-07-15,2023-07-22,Delivered,Standard
ORD-2023-002086,CUST-03468,2023-02-16,2023-02-19,Delivered,Standard
ORD-2024-002087,CUST-03104,2024-12-05,2024-12-10,Delivered,Standard
ORD-2023-002088,CUST-03705,2023-04-02,2023-04-04,Delivered,Express
ORD-2023-002089,CUST-00917,2023-06-21,2023-06-25,Delivered,Standard
ORD-2023-002090,CUST-02582,2023-03-18,,Processing,Standard
ORD-2024-002091,CUST-00401,2024-11-10,,Cancelled,Standard
ORD-2024-002092,CUST-01156,2024-04-25,2024-04-29,Delivered,Standard
ORD-2023-002093,CUST-00987,2023-12-27,2023-12-29,Delivered,Express
ORD-2024-002094,CUST-03041,2024-11-04,2024-11-05,Delivered,Next Day
ORD-2024-002095,CUST-01122,2024-12-22,2024-12-25,Delivered,Standard
ORD-2024-002096,CUST-00562,2024-02-28,2024-03-06,Delivered,Standard
ORD-2023-002097,CUST-01766,2023-01-14,,Processing,Standard
ORD-2022-002098,CUST-02273,2022-11-26,2022-12-02,Delivered,Standard
ORD-2024-002099,CUST-03202,2024-08-20,2024-08-24,Delivered,Standard
ORD-2022-002100,CUST-04001,2022-12-25,2022-12-29,Delivered,Standard
ORD-2024-002101,CUST-04739,2024-10-16,2024-10-19,Delivered,Standard
ORD-2023-002102,CUST-02549,2023-07-28,2023-07-30,Shipped,Express
ORD-2023-002103,CUST-03520,2023-10-14,2023-10-21,Returned,Standard
ORD-2024-002104,CUST-01886,2024-11-13,2024-11-19,Delivered,Standard
ORD-2022-002105,CUST-00232,2022-05-20,2022-05-26,Delivered,Standard
ORD-2023-002106,CUST-01504,2023-02-05,2023-02-09,Delivered,Standard
ORD-2023-002107,CUST-00810,2023-12-16,2023-12-23,Delivered,Standard
ORD-2023-002108,CUST-00212,2023-02-23,2023-02-24,Delivered,Next Day
ORD-2023-002109,CUST-02186,2023-09-14,2023-09-21,Delivered,Standard
ORD-2022-002110,CUST-00982,2022-12-06,2022-12-11,Shipped,Standard
ORD-2024-002111,CUST-04915,2024-07-01,2024-07-04,Delivered,Standard
ORD-2024-002112,CUST-01030,2024-05-15,2024-05-19,Shipped,Standard
ORD-2022-002113,CUST-01912,2022-12-05,2022-12-11,Shipped,Standard
ORD-2024-002114,CUST-04226,2024-08-16,2024-08-23,Delivered,Standard
ORD-2022-002115,CUST-02656,2022-04-18,2022-04-25,Returned,Standard
ORD-2022-002116,CUST-02177,2022-03-06,,Processing,Standard
ORD-2022-002117,CUST-02846,2022-10-06,2022-10-11,Delivered,Standard
ORD-2024-002118,CUST-04778,2024-12-11,2024-12-17,Delivered,Standard
ORD-2023-002119,CUST-03906,2023-03-02,2023-03-06,Shipped,Standard
ORD-2024-002120,CUST-01008,2024-10-23,2024-10-27,Delivered,Standard
ORD-2023-002121,CUST-01676,2023-10-12,2023-10-19,Delivered,Standard
ORD-2023-002122,CUST-02592,2023-05-27,2023-05-29,Delivered,Express
ORD-2023-002123,CUST-04415,2023-03-03,2023-03-09,Delivered,Standard
ORD-2022-002124,CUST-02577,2022-11-20,2022-11-26,Delivered,Standard
ORD-2022-002125,CUST-02804,2022-07-07,2022-07-09,Delivered,Express
ORD-2022-002126,CUST-04973,2022-05-05,2022-05-09,Returned,Standard
ORD-2022-002127,CUST-03943,2022-04-14,2022-04-17,Returned,Standard
ORD-2024-002128,CUST-03079,2024-07-20,2024-07-26,Delivered,Standard
ORD-2023-002129,CUST-04352,2023-12-13,2023-12-17,Delivered,Standard
ORD-2024-002130,CUST-03127,2024-06-15,,Processing,Next Day
ORD-2024-002131,CUST-01480,2024-11-16,2024-11-20,Delivered,Standard
ORD-2024-002132,CUST-01719,2024-05-15,2024-05-22,Delivered,Standard
ORD-2024-002133,CUST-03902,2024-03-19,2024-03-20,Delivered,Next Day
ORD-2024-002134,CUST-04073,2024-10-19,2024-10-23,Delivered,Standard
ORD-2022-002135,CUST-00410,2022-11-07,2022-11-13,Delivered,Standard
ORD-2022-002136,CUST-04954,2022-09-20,2022-09-22,Delivered,Express
ORD-2022-002137,CUST-00887,2022-08-15,2022-08-19,Delivered,Standard
ORD-2022-002138,CUST-02603,2022-12-14,2022-12-18,Delivered,Standard
ORD-2023-002139,CUST-00813,2023-01-21,2023-01-27,Delivered,Standard
ORD-2023-002140,CUST-01203,2023-01-07,2023-01-12,Delivered,Standard
ORD-2024-002141,CUST-04241,2024-02-03,2024-02-09,Delivered,Standard
ORD-2022-002142,CUST-01631,2022-07-29,,Cancelled,Express
ORD-2024-002143,CUST-02844,2024-10-04,2024-10-11,Delivered,Standard
ORD-2024-002144,CUST-01857,2024-02-21,2024-02-27,Delivered,Standard
ORD-2023-002145,CUST-02193,2023-12-18,2023-12-24,Delivered,Standard
ORD-2023-002146,CUST-00521,2023-11-01,2023-11-07,Delivered,Standard
ORD-2024-002147,CUST-02934,2024-04-03,2024-04-09,Delivered,Standard
ORD-2023-002148,CUST-01392,2023-11-01,2023-11-04,Delivered,Standard
ORD-2024-002149,CUST-02328,2024-05-23,2024-05-24,Shipped,Next Day
ORD-2023-002150,CUST-04109,2023-09-11,2023-09-16,Delivered,Standard
ORD-2022-002151,CUST-04877,2022-11-21,2022-11-27,Delivered,Standard
ORD-2023-002152,CUST-03949,2023-03-11,2023-03-15,Delivered,Standard
ORD-2024-002153,CUST-01353,2024-10-16,2024-10-21,Delivered,Standard
ORD-2022-002154,CUST-03064,2022-11-01,2022-11-03,Delivered,Express
ORD-2024-002155,CUST-03811,2024-10-01,2024-10-03,Delivered,Express
ORD-2023-002156,CUST-04518,2023-05-10,2023-05-15,Delivered,Standard
ORD-2024-002157,CUST-03106,2024-11-23,2024-11-27,Delivered,Standard
ORD-2023-002158,CUST-03415,2023-10-15,2023-10-22,Delivered,Standard
ORD-2022-002159,CUST-01733,2022-11-10,2022-11-15,Delivered,Standard
ORD-2022-002160,CUST-02331,2022-02-17,2022-02-22,Delivered,Standard
ORD-2024-002161,CUST-03095,2024-12-11,2024-12-16,Delivered,Standard
ORD-2023-002162,CUST-03059,2023-03-04,2023-03-10,Delivered,Standard
ORD-2023-002163,CUST-03037,2023-01-22,,Processing,Standard
ORD-2022-002164,CUST-03646,2022-05-23,2022-05-26,Delivered,Standard
ORD-2023-002165,CUST-00711,2023-11-06,2023-11-08,Delivered,Express
ORD-2022-002166,CUST-00230,2022-06-28,2022-07-04,Delivered,Standard
ORD-2022-002167,CUST-04733,2022-03-10,2022-03-11,Delivered,Next Day
ORD-2022-002168,CUST-03341,2022-07-31,2022-08-05,Delivered,Standard
ORD-2024-002169,CUST-00057,2024-01-29,2024-01-31,Delivered,Express
ORD-2023-002170,CUST-04118,2023-11-18,2023-11-24,Delivered,Standard
ORD-2022-002171,CUST-00487,2022-10-17,2022-10-24,Delivered,Standard
ORD-2023-002172,CUST-03373,2023-10-05,,Processing,Next Day
ORD-2022-002173,CUST-00713,2022-09-06,2022-09-11,Delivered,Standard
ORD-2023-002174,CUST-04621,2023-12-12,2023-12-19,Delivered,Standard
ORD-2024-002175,CUST-03181,2024-10-24,2024-10-31,Delivered,Standard
ORD-2022-002176,CUST-03536,2022-12-08,2022-12-15,Delivered,Standard
ORD-2022-002177,CUST-02622,2022-10-30,2022-11-06,Delivered,Standard
ORD-2023-002178,CUST-03088,2023-12-12,2023-12-13,Delivered,Next Day
ORD-2024-002179,CUST-00865,2024-01-26,2024-01-30,Delivered,Standard
ORD-2023-002180,CUST-03510,2023-09-17,2023-09-19,Shipped,Express
ORD-2022-002181,CUST-01209,2022-09-22,,Processing,Standard
ORD-2024-002182,CUST-02153,2024-11-26,2024-11-27,Shipped,Next Day
ORD-2022-002183,CUST-04015,2022-11-10,2022-11-15,Delivered,Standard
ORD-2023-002184,CUST-02966,2023-12-10,2023-12-17,Delivered,Standard
ORD-2022-002185,CUST-03225,2022-11-23,2022-11-27,Delivered,Standard
ORD-2022-002186,CUST-04504,2022-04-24,2022-04-30,Delivered,Standard
ORD-2024-002187,CUST-01274,2024-11-17,2024-11-23,Delivered,Standard
ORD-2023-002188,CUST-02419,2023-12-11,2023-12-13,Delivered,Express
ORD-2024-002189,CUST-04833,2024-10-07,2024-10-08,Delivered,Next Day
ORD-2024-002190,CUST-02178,2024-02-24,2024-03-01,Delivered,Standard
ORD-2023-002191,CUST-01069,2023-07-13,,Cancelled,Express
ORD-2023-002192,CUST-02187,2023-09-07,2023-09-13,Delivered,Standard
ORD-2022-002193,CUST-04002,2022-12-13,2022-12-15,Delivered,Express
ORD-2023-002194,CUST-03123,2023-04-29,2023-05-01,Delivered,Express
ORD-2024-002195,CUST-04443,2024-03-17,2024-03-23,Delivered,Standard
ORD-2022-002196,CUST-04860,2022-11-09,2022-11-10,Delivered,Next Day
ORD-2024-002197,CUST-00577,2024-12-23,2024-12-30,Returned,Standard
ORD-2023-002198,CUST-00181,2023-11-07,2023-11-10,Delivered,Standard
ORD-2024-002199,CUST-03029,2024-05-25,2024-05-31,Delivered,Standard
ORD-2022-002200,CUST-01237,2022-11-23,2022-11-29,Delivered,Standard
ORD-2023-002201,CUST-01798,2023-12-06,2023-12-10,Shipped,Standard
ORD-2023-002202,CUST-02527,2023-09-08,2023-09-12,Delivered,Standard
ORD-2022-002203,CUST-03037,2022-10-16,2022-10-18,Shipped,Express
ORD-2022-002204,CUST-02312,2022-12-31,2023-01-06,Delivered,Standard
ORD-2022-002205,CUST-01025,2022-12-28,2022-12-30,Delivered,Express
ORD-2022-002206,CUST-00892,2022-09-01,2022-09-05,Delivered,Standard
ORD-2024-002207,CUST-01169,2024-02-25,2024-03-01,Delivered,Standard
ORD-2022-002208,CUST-02271,2022-01-19,2022-01-21,Returned,Express
ORD-2023-002209,CUST-00773,2023-02-05,,Cancelled,Next Day
ORD-2022-002210,CUST-00254,2022-01-27,2022-02-01,Delivered,Standard
ORD-2022-002211,CUST-00495,2022-03-19,2022-03-25,Delivered,Standard
ORD-2024-002212,CUST-01462,2024-01-17,2024-01-18,Delivered,Next Day
ORD-2022-002213,CUST-02533,2022-12-13,2022-12-15,Delivered,Express
ORD-2022-002214,CUST-02644,2022-07-17,2022-07-22,Delivered,Standard
ORD-2022-002215,CUST-03752,2022-11-04,2022-11-08,Delivered,Standard
ORD-2023-002216,CUST-01825,2023-10-18,2023-10-20,Delivered,Express
ORD-2024-002217,CUST-03024,2024-06-07,2024-06-12,Delivered,Standard
ORD-2022-002218,CUST-03415,2022-10-01,,Processing,Express
ORD-2024-002219,CUST-01529,2024-08-24,2024-08-28,Returned,Standard
ORD-2024-002220,CUST-03413,2024-06-02,2024-06-05,Delivered,Standard
ORD-2022-002221,CUST-04983,2022-11-17,2022-11-22,Shipped,Standard
ORD-2023-002222,CUST-00554,2023-02-25,2023-03-04,Delivered,Standard
ORD-2023-002223,CUST-01903,2023-03-20,2023-03-25,Delivered,Standard
ORD-2023-002224,CUST-03195,2023-07-13,2023-07-16,Delivered,Standard
ORD-2024-002225,CUST-02623,2024-10-02,,Processing,Next Day
ORD-2024-002226,CUST-04272,2024-11-15,,Cancelled,Standard
ORD-2023-002227,CUST-02980,2023-12-16,2023-12-18,Delivered,Express
ORD-2023-002228,CUST-01999,2023-10-23,2023-10-26,Delivered,Standard
ORD-2024-002229,CUST-04523,2024-10-20,2024-10-22,Returned,Express
ORD-2024-002230,CUST-01461,2024-07-05,2024-07-10,Delivered,Standard
ORD-2024-002231,CUST-00284,2024-03-07,2024-03-13,Delivered,Standard
ORD-2022-002232,CUST-04205,2022-04-13,2022-04-16,Delivered,Standard
ORD-2023-002233,CUST-00538,2023-07-30,2023-08-02,Delivered,Standard
ORD-2022-002234,CUST-00186,2022-09-08,2022-09-10,Returned,Express
ORD-2024-002235,CUST-02119,2024-09-28,2024-10-03,Delivered,Standard
ORD-2022-002236,CUST-02109,2022-10-12,,Cancelled,Standard
ORD-2022-002237,CUST-04500,2022-12-07,2022-12-11,Delivered,Standard
ORD-2024-002238,CUST-00420,2024-06-12,,Cancelled,Next Day
ORD-2023-002239,CUST-03229,2023-12-28,2023-12-30,Delivered,Express
ORD-2022-002240,CUST-03411,2022-04-25,2022-04-27,Delivered,Express
ORD-2022-002241,CUST-04017,2022-08-27,2022-08-30,Delivered,Standard
ORD-2023-002242,CUST-01795,2023-07-30,2023-08-04,Delivered,Standard
ORD-2023-002243,CUST-00516,2023-12-07,2023-12-12,Delivered,Standard
ORD-2024-002244,CUST-02532,2024-12-14,2024-12-19,Delivered,Standard
ORD-2023-002245,CUST-00954,2023-06-10,2023-06-14,Delivered,Standard
ORD-2024-002246,CUST-02448,2024-10-13,2024-10-18,Delivered,Standard
ORD-2024-002247,CUST-03681,2024-10-16,2024-10-23,Delivered,Standard
ORD-2022-002248,CUST-03947,2022-09-13,2022-09-19,Shipped,Standard
ORD-2023-002249,CUST-02273,2023-12-21,2023-12-28,Delivered,Standard
ORD-2023-002250,CUST-02986,2023-01-27,2023-02-01,Delivered,Standard
ORD-2024-002251,CUST-02846,2024-10-20,2024-10-22,Delivered,Express
ORD-2022-002252,CUST-03699,2022-01-17,2022-01-21,Delivered,Standard
ORD-2022-002253,CUST-00291,2022-02-09,2022-02-12,Delivered,Standard
ORD-2024-002254,CUST-01587,2024-03-27,2024-04-01,Delivered,Standard
ORD-2022-002255,CUST-00539,2022-10-16,,Processing,Standard
ORD-2022-002256,CUST-02646,2022-03-27,2022-03-30,Returned,Standard
ORD-2024-002257,CUST-01635,2024-11-02,2024-11-07,Returned,Standard
ORD-2024-002258,CUST-00323,2024-02-06,2024-02-09,Delivered,Standard
ORD-2023-002259,CUST-03859,2023-03-27,2023-04-02,Delivered,Standard
ORD-2023-002260,CUST-01444,2023-03-25,2023-04-01,Delivered,Standard
ORD-2024-002261,CUST-04512,2024-11-28,2024-11-29,Delivered,Next Day
ORD-2022-002262,CUST-03154,2022-10-06,2022-10-10,Delivered,Standard
ORD-2022-002263,CUST-01571,2022-06-12,2022-06-18,Delivered,Standard
ORD-2022-002264,CUST-00611,2022-05-25,,Cancelled,Express
ORD-2023-002265,CUST-03802,2023-12-18,2023-12-21,Delivered,Standard
ORD-2023-002266,CUST-01978,2023-12-02,2023-12-03,Delivered,Next Day
ORD-2023-002267,CUST-01671,2023-12-25,2023-12-28,Delivered,Standard
ORD-2024-002268,CUST-03472,2024-01-05,2024-01-08,Delivered,Standard
ORD-2023-002269,CUST-01671,2023-12-01,2023-12-05,Delivered,Standard
ORD-2022-002270,CUST-00816,2022-04-06,2022-04-13,Delivered,Standard
ORD-2024-002271,CUST-01898,2024-11-10,2024-11-11,Shipped,Next Day
ORD-2022-002272,CUST-00419,2022-09-25,2022-10-02,Delivered,Standard
ORD-2024-002273,CUST-01366,2024-03-05,2024-03-07,Delivered,Express
ORD-2022-002274,CUST-04802,2022-04-11,2022-04-14,Delivered,Standard
ORD-2023-002275,CUST-01444,2023-07-06,2023-07-13,Shipped,Standard
ORD-2024-002276,CUST-02888,2024-08-07,2024-08-12,Delivered,Standard
ORD-2023-002277,CUST-00686,2023-06-08,2023-06-15,Delivered,Standard
ORD-2022-002278,CUST-01663,2022-10-04,2022-10-10,Returned,Standard
ORD-2022-002279,CUST-04560,2022-11-15,2022-11-18,Delivered,Standard
ORD-2023-002280,CUST-02402,2023-06-29,2023-07-06,Delivered,Standard
ORD-2022-002281,CUST-03320,2022-12-27,2023-01-03,Delivered,Standard
ORD-2024-002282,CUST-00067,2024-12-21,2024-12-23,Shipped,Express
ORD-2024-002283,CUST-00708,2024-02-04,2024-02-08,Delivered,Standard
ORD-2024-002284,CUST-04186,2024-04-24,2024-04-29,Delivered,Standard
ORD-2023-002285,CUST-01447,2023-05-05,2023-05-07,Delivered,Express
ORD-2023-002286,CUST-00519,2023-12-21,2023-12-23,Returned,Express
ORD-2023-002287,CUST-02098,2023-05-19,2023-05-21,Delivered,Express
ORD-2022-002288,CUST-00048,2022-12-09,2022-12-11,Delivered,Express
ORD-2023-002289,CUST-01010,2023-12-30,2024-01-03,Returned,Standard
ORD-2022-002290,CUST-04429,2022-11-02,2022-11-07,Delivered,Standard
ORD-2023-002291,CUST-04251,2023-11-03,2023-11-06,Delivered,Standard
ORD-2022-002292,CUST-02403,2022-10-22,2022-10-24,Delivered,Express
ORD-2024-002293,CUST-04742,2024-09-12,2024-09-17,Delivered,Standard
ORD-2023-002294,CUST-02893,2023-02-10,2023-02-12,Delivered,Express
ORD-2024-002295,CUST-04254,2024-02-17,,Cancelled,Standard
ORD-2022-002296,CUST-04036,2022-09-04,2022-09-07,Delivered,Standard
ORD-2022-002297,CUST-02357,2022-02-25,2022-03-02,Delivered,Standard
ORD-2022-002298,CUST-04087,2022-10-15,2022-10-16,Delivered,Next Day
ORD-2024-002299,CUST-02188,2024-12-08,2024-12-13,Delivered,Standard
ORD-2023-002300,CUST-03569,2023-12-21,2023-12-26,Delivered,Standard
ORD-2024-002301,CUST-03935,2024-04-19,2024-04-24,Delivered,Standard
ORD-2022-002302,CUST-03863,2022-10-24,2022-10-28,Delivered,Standard
ORD-2022-002303,CUST-02076,2022-07-16,2022-07-21,Shipped,Standard
ORD-2024-002304,CUST-03224,2024-09-25,2024-09-27,Delivered,Express
ORD-2024-002305,CUST-02186,2024-01-17,2024-01-19,Delivered,Express
ORD-2024-002306,CUST-03686,2024-12-25,2024-12-27,Delivered,Express
ORD-2024-002307,CUST-04640,2024-11-23,2024-11-30,Returned,Standard
ORD-2022-002308,CUST-04585,2022-02-15,2022-02-19,Delivered,Standard
ORD-2022-002309,CUST-04336,2022-08-20,2022-08-23,Delivered,Standard
ORD-2024-002310,CUST-00505,2024-09-16,2024-09-18,Delivered,Express
ORD-2023-002311,CUST-00736,2023-02-08,2023-02-14,Delivered,Standard
ORD-2023-002312,CUST-01976,2023-06-08,2023-06-14,Delivered,Standard
ORD-2024-002313,CUST-01767,2024-12-05,2024-12-12,Delivered,Standard
ORD-2023-002314,CUST-04159,2023-10-11,2023-10-13,Delivered,Express
ORD-2022-002315,CUST-02698,2022-10-30,2022-11-02,Delivered,Standard
ORD-2024-002316,CUST-04971,2024-12-14,2024-12-20,Delivered,Standard
ORD-2022-002317,CUST-04740,2022-12-02,2022-12-07,Shipped,Standard
ORD-2022-002318,CUST-02792,2022-03-26,2022-04-02,Delivered,Standard
ORD-2024-002319,CUST-02792,2024-09-27,2024-09-29,Shipped,Express
ORD-2024-002320,CUST-00412,2024-10-11,,Cancelled,Standard
ORD-2024-002321,CUST-04864,2024-04-11,2024-04-13,Delivered,Express
ORD-2023-002322,CUST-00605,2023-08-26,2023-08-29,Delivered,Standard
ORD-2023-002323,CUST-03209,2023-11-08,2023-11-11,Delivered,Standard
ORD-2023-002324,CUST-02834,2023-07-22,2023-07-29,Delivered,Standard
ORD-2022-002325,CUST-02352,2022-12-20,2022-12-24,Delivered,Standard
ORD-2024-002326,CUST-04320,2024-10-03,2024-10-10,Delivered,Standard
ORD-2023-002327,CUST-04429,2023-02-20,,Processing,Standard
ORD-2022-002328,CUST-04434,2022-09-11,2022-09-15,Delivered,Standard
ORD-2023-002329,CUST-02162,2023-09-21,2023-09-22,Delivered,Next Day
ORD-2022-002330,CUST-02845,2022-11-08,2022-11-15,Delivered,Standard
ORD-2023-002331,CUST-01531,2023-11-18,2023-11-23,Delivered,Standard
ORD-2022-002332,CUST-04394,2022-11-27,2022-11-28,Delivered,Next Day
ORD-2022-002333,CUST-03697,2022-02-12,2022-02-15,Delivered,Standard
ORD-2024-002334,CUST-00212,2024-03-18,2024-03-23,Delivered,Standard
ORD-2023-002335,CUST-02328,2023-11-24,2023-11-26,Delivered,Express
ORD-2022-002336,CUST-01370,2022-10-28,2022-11-02,Delivered,Standard
ORD-2022-002337,CUST-03691,2022-09-10,2022-09-12,Delivered,Express
ORD-2024-002338,CUST-00009,2024-01-20,2024-01-23,Delivered,Standard
ORD-2022-002339,CUST-02188,2022-09-04,2022-09-07,Delivered,Standard
ORD-2024-002340,CUST-02389,2024-12-01,2024-12-08,Delivered,Standard
ORD-2024-002341,CUST-03854,2024-09-30,2024-10-04,Delivered,Standard
ORD-2023-002342,CUST-00468,2023-10-09,2023-10-13,Delivered,Standard
ORD-2024-002343,CUST-04073,2024-12-06,2024-12-13,Delivered,Standard
ORD-2023-002344,CUST-02922,2023-02-07,2023-02-11,Delivered,Standard
ORD-2022-002345,CUST-00531,2022-05-08,2022-05-11,Delivered,Standard
ORD-2024-002346,CUST-04801,2024-09-17,2024-09-19,Delivered,Express
ORD-2023-002347,CUST-02931,2023-06-08,2023-06-09,Delivered,Next Day
ORD-2023-002348,CUST-03339,2023-10-01,2023-10-07,Returned,Standard
ORD-2023-002349,CUST-01749,2023-12-24,2023-12-29,Delivered,Standard
ORD-2023-002350,CUST-00402,2023-06-16,2023-06-18,Delivered,Express
ORD-2024-002351,CUST-04880,2024-07-13,2024-07-14,Delivered,Next Day
ORD-2022-002352,CUST-00674,2022-10-04,2022-10-11,Delivered,Standard
ORD-2022-002353,CUST-01083,2022-04-11,2022-04-15,Delivered,Standard
ORD-2022-002354,CUST-04188,2022-11-25,2022-12-01,Delivered,Standard
ORD-2023-002355,CUST-01144,2023-05-25,2023-05-30,Delivered,Standard
ORD-2022-002356,CUST-01019,2022-11-11,2022-11-13,Delivered,Express
ORD-2023-002357,CUST-04249,2023-09-10,2023-09-16,Delivered,Standard
ORD-2023-002358,CUST-01919,2023-12-04,2023-12-11,Delivered,Standard
ORD-2022-002359,CUST-03611,2022-11-24,2022-11-29,Delivered,Standard
ORD-2022-002360,CUST-03859,2022-10-14,2022-10-19,Delivered,Standard
ORD-2022-002361,CUST-04490,2022-07-24,2022-07-27,Delivered,Standard
ORD-2023-002362,CUST-00263,2023-01-02,2023-01-06,Delivered,Standard
ORD-2023-002363,CUST-04970,2023-12-04,2023-12-08,Delivered,Standard
ORD-2022-002364,CUST-02256,2022-05-07,,Cancelled,Express
ORD-2024-002365,CUST-01667,2024-10-22,2024-10-25,Delivered,Standard
ORD-2024-002366,CUST-04296,2024-04-10,2024-04-14,Delivered,Standard
ORD-2022-002367,CUST-02516,2022-06-02,2022-06-04,Delivered,Express
ORD-2023-002368,CUST-00988,2023-05-03,2023-05-05,Delivered,Express
ORD-2022-002369,CUST-02854,2022-06-26,2022-07-02,Delivered,Standard
ORD-2022-002370,CUST-01993,2022-12-24,2022-12-29,Delivered,Standard
ORD-2024-002371,CUST-03314,2024-05-04,2024-05-08,Delivered,Standard
ORD-2024-002372,CUST-04260,2024-05-03,2024-05-06,Delivered,Standard
ORD-2023-002373,CUST-02829,2023-11-22,2023-11-24,Delivered,Express
ORD-2023-002374,CUST-03061,2023-10-27,2023-11-02,Delivered,Standard
ORD-2023-002375,CUST-03229,2023-07-20,,Cancelled,Standard
ORD-2022-002376,CUST-04879,2022-10-14,2022-10-20,Delivered,Standard
ORD-2022-002377,CUST-00704,2022-11-24,2022-11-29,Delivered,Standard
ORD-2024-002378,CUST-03479,2024-02-10,2024-02-15,Delivered,Standard
ORD-2022-002379,CUST-00132,2022-11-08,2022-11-10,Shipped,Express
ORD-2024-002380,CUST-00876,2024-10-01,2024-10-06,Delivered,Standard
ORD-2023-002381,CUST-01847,2023-10-07,,Cancelled,Standard
ORD-2023-002382,CUST-00739,2023-05-06,,Processing,Standard
ORD-2024-002383,CUST-03581,2024-11-08,2024-11-13,Delivered,Standard
ORD-2022-002384,CUST-02113,2022-10-16,2022-10-23,Delivered,Standard
ORD-2022-002385,CUST-03596,2022-09-15,2022-09-18,Delivered,Standard
ORD-2022-002386,CUST-01517,2022-11-05,2022-11-09,Delivered,Standard
